Database,Version,ionFormula,ion,mz,msm,rhoSpatial,rhoSpectral,moc,fdr,offSample,isotopeImages,colocCoeff,moleculeNames,moleculeIds,maxIntensity,Adduct
LipidMaps,2017-12-12,C20H38OK,C20H38O+K+,333.255423729,0.37036434,0.40560074339370933,0.939846485193303,0.9715686274509804,0.5,False,"[{'mz': 333.25540218920594, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/ea1e332a8afe45c996ce9fe487483293', 'minIntensity': 0, 'maxIntensity': 541403.875, 'totalIntensity': 6481349.5}, {'mz': 334.2587829067033, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/098958651b034e079f198d6313c6f47f', 'minIntensity': 0, 'maxIntensity': 214389.53125, 'totalIntensity': 548770.5625}, {'mz': 335.25353608235343, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/850ef8dff1944e3e9cef0ac420ae4aa3', 'minIntensity': 0, 'maxIntensity': 100155.6015625, 'totalIntensity': 100155.6015625}, {'mz': 335.26213652661215, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/1b2eaa9501da4116894e8d92e1545634', 'minIntensity': 0, 'maxIntensity': 122554.7734375, 'totalIntensity': 437510.5}]",,"['9R,10S-Epoxy-6Z-eicosene', '7Z-Eicosen-11-one', '2E-Phytenal', '6Z,9Z-Eicosadien-11-ol', '11Z-Eicosenal', '6Z-Eicosen-11-one']","['LMFA12000307', 'LMFA12000210', 'LMPR0104010025', 'LMFA05000532', 'LMFA06000248', 'LMFA12000209']",541403.875,+K
LipidMaps,2017-12-12,C20H18O5K,C20H18O5+K+,377.078581569,0.36972013,0.4116901892022737,0.9025198551139602,0.9950520833333333,0.5,False,"[{'mz': 377.078560029206, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/7f60fa5bc0ad4554a2a9c80635e878ee', 'minIntensity': 0, 'maxIntensity': 2482050.25, 'totalIntensity': 107060752}, {'mz': 378.081937882768, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/740ed967f9f34c778b6e54fe030f3193', 'minIntensity': 0, 'maxIntensity': 387621.5, 'totalIntensity': 4421848.5}, {'mz': 379.0767260983892, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/7bc33113038e444c8c7d55235585833e', 'minIntensity': 0, 'maxIntensity': 547390.8125, 'totalIntensity': 148183904}, {'mz': 379.08532242707054, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/07ff54b6fbf3450fb53ffaaf57793d34', 'minIntensity': 0, 'maxIntensity': 1020980.375, 'totalIntensity': 78860000}]",,"['Psoralenol', '6-(1,1-Dimethylallyl)genistein', '6-C-Prenylapigenin', '8-(1,1-Dimethylallyl)galangin', 'Mallotus A', 'Wighteone', 'Isowighteone', 'Lupiwighteone', 'Crotalarin', 'Yinyanghuo D', 'Licoflavone C', 'Glepidotin A', '3,5,7-Trihydroxy-6-prenylflavone', 'Glyceollin III', '(-)-Glyceollin I', '(-)-Glyceollin II', ""3,4,2'-Trihydroxy-6'',6''-dimethylpyrano[2'',3'':4',3']chalcone"", '5,7-Dihydroxy-8-C-(gamma-methyl-gamma-formylallyl)flavanone', 'Citflavanone', 'Paratocarpin K', 'Apiocarpin', 'Canescacarpin', 'Tuberosin', 'Glyinflanin B', 'Neoraufurane', '2-Isoprenylemodin']","['LMPK12050036', 'LMPK12050189', 'LMPK12110412', 'LMPK12111641', 'LMPK12120335', 'LMPK12050188', 'LMPK12050192', 'LMPK12050196', 'LMPK12050208', 'LMPK12110415', 'LMPK12110422', 'LMPK12111639', 'LMPK12111640', 'LMPK12070109', 'LMPK12070123', 'LMPK12070124', 'LMPK12120082', 'LMPK12140169', 'LMPK12140308', 'LMPK12140314', 'LMPK12070092', 'LMPK12070110', 'LMPK12070125', 'LMPK12120387', 'LMPK12160047', 'LMPK13040010']",2482050.25,+K
LipidMaps,2017-12-12,C7H16OK,C7H16O+K+,155.08327302499998,0.36565557,0.3808175659797499,0.9620546977676455,0.9980572597137014,0.5,False,"[{'mz': 155.08325148520893, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/ef7dab8c45884285aeb16f0df29247c5', 'minIntensity': 0, 'maxIntensity': 24133642, 'totalIntensity': 277530208}, {'mz': 156.08660980246557, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/a33097da6f934654a16e735481060c23', 'minIntensity': 0, 'maxIntensity': 249867.796875, 'totalIntensity': 2096936.125}, {'mz': 157.08140673106425, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/27fd178596ef47b185b5b109e761968f', 'minIntensity': 0, 'maxIntensity': 108912.546875, 'totalIntensity': 945974.75}, {'mz': 158.08472616418558, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/3366750a44d5407f9932ba8051a2d786', 'minIntensity': 0, 'maxIntensity': 108471.53125, 'totalIntensity': 927454.75}]",,"['n-heptanol', 'Heptan-3-ol', '4S-Methylhexan-3S-ol', '3-Methylhexan-2-ol', '5-Methylhexan-3-ol', 'Heptan-2R-ol', 'Heptan-4-ol', '2-Heptanol', '4S-Methylhexan-3R-ol', 'Heptan-2S-ol']","['LMFA05000122', 'LMFA05000483', 'LMFA05000462', 'LMFA05000465', 'LMFA05000466', 'LMFA05000477', 'LMFA05000484', 'LMFA05000615', 'LMFA05000461', 'LMFA05000478']",24133642.0,+K
LipidMaps,2017-12-12,C20H20O8K,C20H20O8+K+,427.07897549300003,0.36486048,0.3931083927190778,0.9329505823183594,0.994845989630985,0.5,False,"[{'mz': 427.07895395320605, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/24f541b49a664f5183e0de56d6fca2d0', 'minIntensity': 0, 'maxIntensity': 1551873, 'totalIntensity': 414730752}, {'mz': 428.08232918567995, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/f06ae3cfdc5949efb4cff6689d34b156', 'minIntensity': 0, 'maxIntensity': 329386.65625, 'totalIntensity': 25936254}, {'mz': 429.0770740152655, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/385560628f66406885d913f2c0540696', 'minIntensity': 0, 'maxIntensity': 109917.0625, 'totalIntensity': 424762.21875}, {'mz': 429.0857217943372, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"[""5'-hydroxy-3,5,7,2',4'-pentamethoxyflavone"", ""5-Hydroxy-7,2',3',4',5'-pentamethoxyflavone"", ""3'-Hydroxy-5,6,7,8,4'-pentamethoxyflavone"", 'Combretol', 'Grantiodin', 'Umuhengerin', 'Artemetin', 'Ageconyflavone C', 'Agehoustin G', 'Serpyllin', 'Demethylnobiletin', ""2'-Hydroxy-3,7,8,4',5'-pentamethoxyflavone"", ""Quercetagetin 3,5,6,7,3'-pentamethyl ether"", ""3-Hydroxy-5,7,3',4',5'-pentamethoxyflavone"", ""Quercetagetin 3,5,6,3',4'-pentamethyl ether"", ""8-C-Methylquercetagetin 3,6,7,3'-tetramethyl ether"", ""8-C-Methylquercetagetin 3,6,7,4'-tetramethyl ether"", ""5-Hydroxy-3,7,8,2',4'-pentamethoxyflavone"", 'Emmaosunin', '5-Hydroxyauranetin', ""2'-Hydroxy-3,5,7,4',5'-pentamethoxyflavone"", ""5-Hydroxy-3,7,2',4',5'-pentamethoxyflavone"", ""Quercetagetin 5,6,7,3',4'-pentamethyl ether"", ""Gossypetin 3,5,7,8,3'-pentamethyl ether"", ""Gossypetin 3,5,8,3',4'-pentamethyl ether"", ""Gossypetin 3,7,8,3',4'-pentamethyl ether"", 'Sigmoidin G', 'Agecorynin A']","['LMPK12112529', 'LMPK12110945', 'LMPK12111478', 'LMPK12112794', 'LMPK12112797', 'LMPK12111275', 'LMPK12113017', 'LMPK12111280', 'LMPK12111284', 'LMPK12111420', 'LMPK12111479', 'LMPK12111611', 'LMPK12113015', 'LMPK12112796', 'LMPK12113016', 'LMPK12112980', 'LMPK12112981', 'LMPK12113285', 'LMPK12113298', 'LMPK12113314', 'LMPK12112530', 'LMPK12112531', 'LMPK12113019', 'LMPK12113252', 'LMPK12113253', 'LMPK12113254', 'LMPK12140424', 'LMPK12140635']",1551873.0,+K
LipidMaps,2017-12-12,C18H32O4Na,C18H32O4+Na+,335.21928018700004,0.3617001,0.3861664192414436,0.9656113583494275,0.97,0.5,False,"[{'mz': 335.21925861720604, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/655d0b7da4194c46a2b42f43ba0350be', 'minIntensity': 0, 'maxIntensity': 457999, 'totalIntensity': 3699244.25}, {'mz': 336.2226318918942, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/b02e2f0781c54e229c41567b937b9272', 'minIntensity': 0, 'maxIntensity': 233461.734375, 'totalIntensity': 785379}, {'mz': 337.22352262893315, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/161bc47e353b453b923585d79f68c378', 'minIntensity': 0, 'maxIntensity': 117573.203125, 'totalIntensity': 630440.0625}, {'mz': 337.2260109988724, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['Dihydroxychaulmoogric acid', '12-oxo,13-hydroxy-9Z-octadecenoic acid', '10S,11S-epoxy-9S-hydroxy-12Z-octadecenoic acid', '9S-HpODE', '12-HpODE', '8-HpODE', '9,10-dioxo-octadecanoic acid', 'E,E-9-HpODE', '10-HpODE', '13S-HpODE', 'alpha-9,10-DiHODE', 'alpha-12,13-DiHODE', 'gamma- 6,7-DiHODE', 'gamma- 12,13-DiHODE', '9-hydroxy-12,13-epoxy-10-octadecenoic acid', '8R-HpODE', '9,14-DiHODE', '9,10-epoxy-13-hydroxy-11-octadecenoic acid', '5S,8R-DiHODE', '9Z-Octadecenedioic acid', '9-hydroxy-10-oxo-12Z-octadecenoic acid', '12R,13S-epoxy-9S-hydroxy-10E-octadecenoic acid', 'alpha-15,16-DiHODE', 'gamma- 9,10-DiHODE', '8R,11S-DiHODE', 'E,E-13-HpODE', '14-HpODE', '11S-HpODE', '12,13-epoxy-11-hydroxy-9-octadecenoic acid', '8,13-DiHODE', '9-hydroxy-10-oxo-12-octadecenoic acid', '9-hydroxy-12-oxo-10-octadecenoic acid', '9-hydroxy-13-oxo-10-octadecenoic acid', '7S,8S-DiHODE', '9-oxo-13-hydroxy-11-octadecenoic acid', '10-oxo-13-hydroxy-11-octadecenoic acid', '12-oxo-13-hydroxy-9-octadecenoic acid', '9,10-epoxy-11-hydroxy-12-octadecenoic acid', '10R-HpODE', '10S-HpODE']","['LMFA01140029', 'LMFA02000017', 'LMFA02000010', 'LMFA02000012', 'LMFA02000102', 'LMFA02000103', 'LMFA02000264', 'LMFA02000100', 'LMFA02000101', 'LMFA02000034', 'LMFA02000045', 'LMFA02000046', 'LMFA02000048', 'LMFA02000050', 'LMFA02000158', 'LMFA02000113', 'LMFA02000167', 'LMFA02000278', 'LMFA02000284', 'LMFA01170055', 'LMFA02000009', 'LMFA02000013', 'LMFA02000047', 'LMFA02000049', 'LMFA02000064', 'LMFA02000099', 'LMFA02000104', 'LMFA02000115', 'LMFA02000159', 'LMFA02000166', 'LMFA02000170', 'LMFA02000171', 'LMFA02000172', 'LMFA02000224', 'LMFA02000248', 'LMFA02000249', 'LMFA02000250', 'LMFA02000277', 'LMFA02000285', 'LMFA02000286']",457999.0,+Na
LipidMaps,2017-12-12,C27H32O5Na,C27H32O5+Na+,459.214194807,0.36061564,0.3981950744175438,0.9259415872589949,0.9780590717299578,0.5,False,"[{'mz': 459.21417323720607, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/1b151709ffd84fa7810a61a756e2e4a1', 'minIntensity': 0, 'maxIntensity': 952425, 'totalIntensity': 22872554}, {'mz': 460.21754080352986, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/9a42692d4c82468e8a07e58cc85d7eca', 'minIntensity': 0, 'maxIntensity': 276988.90625, 'totalIntensity': 1670646.75}, {'mz': 461.2184641663835, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 461.2208908544889, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"['Lespedezaflavanone F', 'Lespedezaflavanone G']","['LMPK12140344', 'LMPK12140345']",952425.0,+Na
LipidMaps,2017-12-12,C16H12O13S2Na,C16H12O13S2+Na+,498.961153467,0.3534721,0.37649660179582584,0.9430211883652171,0.9955719557195571,0.5,False,"[{'mz': 498.9611310172059, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/31610feb3cc544a3aff6b43a5884db82', 'minIntensity': 0, 'maxIntensity': 6158212, 'totalIntensity': 324349792}, {'mz': 499.96450549352113, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/c9d4c6027d9545f69929ba0ba09b4ba4', 'minIntensity': 0, 'maxIntensity': 1249412.625, 'totalIntensity': 24873300}, {'mz': 500.95694437855514, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}, {'mz': 500.96539571914917, 'url': None, 'minIntensity': 0, 'maxIntensity': 0, 'totalIntensity': 0}]",,"[""6-Hydroxyluteolin 3'-methyl ether 6,7-disulfate"", ""Quercetin 7-methyl ether 3,3'-disulfate"", 'Isorhamnetin 3,7-di-O-sulfate', ""Isorhamnetin 3,4'-di-O-sulfate"", ""6-Methoxyluteolin 3',4'-disulfate""]","['LMPK12111257', 'LMPK12112627', 'LMPK12112398', 'LMPK12112399', 'LMPK12111255']",6158212.0,+Na
LipidMaps,2017-12-12,C30H50O3K,C30H50O3+K+,497.339153353,0.34987536,0.38455905789979106,0.9200317778204874,0.9888888888888889,0.5,False,"[{'mz': 497.33913181320594, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/28a4c9e81cc4426eb21e4f401abcbc9e', 'minIntensity': 0, 'maxIntensity': 759822.5625, 'totalIntensity': 7369640}, {'mz': 498.34250319415645, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/127d9b1ccc434ee0a43ce24a8720bf60', 'minIntensity': 0, 'maxIntensity': 165685.78125, 'totalIntensity': 1734508.25}, {'mz': 499.3372990466984, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/fcc58b7fd35449fa90f5f7a6c1a4fb43', 'minIntensity': 0, 'maxIntensity': 120039.828125, 'totalIntensity': 749259.0625}, {'mz': 499.3458856852005, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/47cacee2474e4b70bf79758e7f4cc3f3', 'minIntensity': 0, 'maxIntensity': 130343.390625, 'totalIntensity': 454193}]",,"['(+)-3beta-Hydroxy-ursan-28-oic acid', 'Conicasterol C', 'Theonellasterol E', '1alpha,25-dihydroxy-24a,24b,24c-trihomovitamin D3 / 1alpha,25-dihydroxy-24a,24b,24c-trihomocholecalciferol', '1alpha,25-dihydroxy-26,27-dimethyl-24a-homo-20-epivitamin D3 / 1alpha,25-dihydroxy-26,27-dimethyl-24a-homo-20-epicholecalciferol', '1alpha,25-dihydroxy-26,27-dimethyl-22,23-didehydro-24a,24b-dihomo-19-norvitamin D3 / 1alpha,25-dihydroxy-26,27-dimethyl-22,23-didehydro-24a,24b-dihomo-19-norcholecalciferol', 'Theonellasterol F', '1alpha,25-dihydroxy-26,27-dimethyl-24a-homovitamin D3 / 1alpha,25-dihydroxy-26,27-dimethyl-24a-homocholecalciferol']","['LMPR0106180003', 'LMST01031086', 'LMST01040184', 'LMST03020463', 'LMST03020465', 'LMST03020544', 'LMST01040185', 'LMST03020464']",759822.5625,+K
LipidMaps,2017-12-12,C20H38O3K,C20H38O3+K+,365.245252969,0.33260718,0.3542684535206904,0.9478838082240715,0.9904761904761905,0.5,False,"[{'mz': 365.2452314292059, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/b1e16a3828f44d91802c63a2c80ce24e', 'minIntensity': 0, 'maxIntensity': 825744.875, 'totalIntensity': 60825800}, {'mz': 366.2486098718788, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/6ea782ae91024504beab313a5c1a0fe1', 'minIntensity': 0, 'maxIntensity': 348105.875, 'totalIntensity': 10039197}, {'mz': 367.243360626485, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/84bf8e6c0216461b92e3c33672f5799d', 'minIntensity': 0, 'maxIntensity': 122394.71875, 'totalIntensity': 756889.25}, {'mz': 367.2519577580577, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/dbed995fd25547d88bba1a5b6d4bcafc', 'minIntensity': 0, 'maxIntensity': 117588.4921875, 'totalIntensity': 343776.5625}]",,"['19-oxo-eicosanoic acid', '3-oxo-eicosanoic acid', 'Lesquerolic acid', '14R-hydroxy-11E-eicosenoic acid', '14R-hydroxy-11Z-eicosenoic acid', '2-oxo-eicosanoic acid', '2-oxophytanic acid']","['LMFA01060132', 'LMFA01060134', 'LMFA01050117', 'LMFA01050256', 'LMFA01050257', 'LMFA01060133', 'LMPR0104010016']",825744.875,+K
LipidMaps,2017-12-12,C23H39NOK,C23H39NO+K+,384.266322761,0.33020744,0.3612654695361582,0.916032958484549,0.9978132884777123,0.5,False,"[{'mz': 384.2663012312059, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/323654d21c99446dbeb86e1166b48a01', 'minIntensity': 0, 'maxIntensity': 3846304.5, 'totalIntensity': 371947392}, {'mz': 385.2696852062003, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/c45fc00ab99643d790e71f8a48f5cd0c', 'minIntensity': 0, 'maxIntensity': 386150.625, 'totalIntensity': 15603026}, {'mz': 386.264431589635, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/a8986d4e86e640c5850c6070ecf4a520', 'minIntensity': 0, 'maxIntensity': 240261.75, 'totalIntensity': 4019734.25}, {'mz': 386.27302627115944, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/7c34076b763649fd8f86cee49c3cafe3', 'minIntensity': 0, 'maxIntensity': 105512.28125, 'totalIntensity': 310615.65625}]",,"['N-propyl arachidonoyl amine', 'N-isopropyl arachidonoyl amine', 'Macamide']","['LMFA08020009', 'LMFA08020010', 'LMFA08020155']",3846304.5,+K
LipidMaps,2017-12-12,C21H14O7K,C21H14O7+K+,417.037110681,0.3280995,0.5817785115000027,0.5650360020296024,0.9980947196516059,0.5,False,"[{'mz': 417.03708914120597, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/332d338499da4254a7f91e1f770cab30', 'minIntensity': 0, 'maxIntensity': 7534054, 'totalIntensity': 1168237568}, {'mz': 418.04046475872383, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/368a12e01e6d455dbdefbdedc846d9a6', 'minIntensity': 0, 'maxIntensity': 1798191.875, 'totalIntensity': 123195008}, {'mz': 419.0352578326575, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/3d505e7f4da04061a7a7b977edee2711', 'minIntensity': 0, 'maxIntensity': 197978.6875, 'totalIntensity': 11554314}, {'mz': 419.04385077930664, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/8f65d18a3dc94aa4b69214faaefe6186', 'minIntensity': 0, 'maxIntensity': 13871528, 'totalIntensity': 4902721536}]",,"['Anastatin A', 'Anastatin B', 'Tephcalostan C']","['LMPK12140273', 'LMPK12140274', 'LMPK12090004']",7534054.0,+K
LipidMaps,2017-12-12,C17H34O4K,C17H34O4+K+,341.208867461,0.32126683,0.34065803616407747,0.9489987302093044,0.99376026272578,0.5,False,"[{'mz': 341.208845921206, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/e1d3bcee42e949a490fb0045df355834', 'minIntensity': 0, 'maxIntensity': 717867.375, 'totalIntensity': 85183216}, {'mz': 342.2122264062939, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/49fe5a51b1dc4c89a4eb241c71021919', 'minIntensity': 0, 'maxIntensity': 243974.15625, 'totalIntensity': 7570222.5}, {'mz': 343.20697500493924, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/205f477473f5420c94a5fc070db54bce', 'minIntensity': 0, 'maxIntensity': 302948.375, 'totalIntensity': 4568754}, {'mz': 343.21557504422657, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/0b2a33c3c92e4c2da5d6620a928b1bf7', 'minIntensity': 0, 'maxIntensity': 119747.2734375, 'totalIntensity': 546973.5}]",,"['3,4-dihydroxy-4-methylhexadecanoic acid']",['LMFA01050488'],717867.375,+K
LipidMaps,2017-12-12,C29H52O2K,C29H52O2+K+,471.359888797,0.31927326,0.3625546922008287,0.9040595136309739,0.9740740740740741,0.5,False,"[{'mz': 471.359867257206, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/620bb6d3e57b4763b7ef7d56df992c57', 'minIntensity': 0, 'maxIntensity': 577645.875, 'totalIntensity': 4541466.5}, {'mz': 472.3632396247587, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/fc19b92bbb0b4df4a878b0072b820d13', 'minIntensity': 0, 'maxIntensity': 193581.453125, 'totalIntensity': 552080}, {'mz': 473.3580193144868, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/10a569464dcd4b41af22415db14396d6', 'minIntensity': 0, 'maxIntensity': 105348.0546875, 'totalIntensity': 415261.25}, {'mz': 473.36660741793924, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/542e5706410449d4b8b5593b8676dcbb', 'minIntensity': 0, 'maxIntensity': 139364.125, 'totalIntensity': 1156764.25}]",,"['29:3(5Z,9Z,23Z)', '5-n-tricosylresorcinol']","['LMFA01030904', 'LMPK15030006']",577645.875,+K
LipidMaps,2017-12-12,C28H52O4K,C28H52O4+K+,491.349718037,0.31803364,0.346559067570332,0.9397326529175584,0.9765432098765432,0.5,False,"[{'mz': 491.349696497206, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/d1e75287df254ff28b2bc8000f4e2df0', 'minIntensity': 0, 'maxIntensity': 514716.40625, 'totalIntensity': 5143741}, {'mz': 492.35306821142524, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/a8d8241613324cfb9e4793e9c7076359', 'minIntensity': 0, 'maxIntensity': 237192.671875, 'totalIntensity': 2392740.25}, {'mz': 493.34782944394226, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/986300a46e6f467794788bdb81560d11', 'minIntensity': 0, 'maxIntensity': 114003.9453125, 'totalIntensity': 1150122.375}, {'mz': 493.356416490201, 'url': 'https://s3.eu-west-1.amazonaws.com/sm-image-storage-prod/iso/2022-08-05_17h28m56s/49b03ff89cf144d78d33f35079f07b80', 'minIntensity': 0, 'maxIntensity': 120263.953125, 'totalIntensity': 861127.125}]",,['2-Hydroxy-24-keto-octacosanolide'],['LMFA07040063'],514716.40625,+K
